V1,V2,V3,V4,V5,journal,month,year,URL,q,Q1,Q2_1,Q2_2,Q2_3,Q2_4,Q3,Q4,Q5,Q6_1,Q6_2,Q6_3,Q6_4,Q7,Q8_1,Q8_2,Q8_3,Q8_4,Q9_1,Q9_2,Q9_3,Q9_4,Q9_5,Q9_7,Q9_8,Q9_9,Q9_10,Q9_11,Q9_12,Q9_13,Q9_14,Q9_15,Q9_16,Q9_16_TEXT,Q9_17,Q10_1,Q10_2,Q10_3,Q10_4,Q11_1_1,Q11_1_2,Q11_1_3,Q11_1_4,Q11_1_5,Q11_1_6,Q11_2_1,Q11_2_2,Q11_2_3,Q11_2_4,Q11_2_5,Q11_2_6,Q11_3_1,Q11_3_2,Q11_3_3,Q11_3_4,Q11_3_5,Q11_3_6,Q12_1,Q12_2,Q12_3,Q12_4,Q12_5,Q12_6,Q12_6_TEXT,Q13_1,Q13_2,Q13_3,Q13_4,Q13_5,Q13_5_TEXT,Q13_6,Q14_1,Q14_2,Q14_3,Q14_4,Q14_5,Q14_6,Q14_7,Q14_8,Q14_8_TEXT,Q14_9,Q14_10,Q15_1,Q15_2,Q15_3,Q15_4,Q16,Q17,Q18_1,Q18_2,Q18_3,Q18_4,Q18_5,Q18_6,Q18_7,Q18_8,Q18_9,Q18_10,Q18_11,Q18_12,Q18_12_TEXT,Q19_1,Q19_2,Q19_3,Q19_4,Q19_5,Q19_6,Q19_7,Q19_8,Q19_9,Q19_10,Q19_11,Q19_11_TEXT,Q20_1,Q20_2,Q20_3,Q20_4,Q21,Q22,Q23,Q23_TEXT,Q24_1,Q24_2,Q24_3,Q24_4,Q25,Q26,Q27_1,Q27_2,Q27_3,Q27_4,
R_1Y5czjCS5NTm6Ox,Default Response Set,2014-03-30 23:33:11,2014-03-30 23:35:43,0,BMC Evol. Biol.,MAY,2013,,2,1,1,2,3,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R_bg71kWHj1pGLCfP,Default Response Set,2014-03-30 23:31:16,2014-03-30 23:46:29,0,Funct. Ecol.,APR,2013,,2,1,1,2,3,4,1,Somewhat Agree,Somewhat Disagree,1,2,3,4,"No, none of my paper-related datasets are publicly available on the internet",1,2,3,4,Once,A few times,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,,,Never,1,2,3,4,,Recommends online public archiving,,,,,,Recommends online public archiving,,,,,,Recommends online public archiving,,,,,,,NONE of the datasets are publicly available online,,,,,,,,,,,,,We plan to publicly archive the dataset in the future,We plan to share the dataset upon request,,,,,,,,,1,2,3,4,1,Strongly Disagree,Strongly disagree,Strongly disagree,Neutral,Neutral,.,.,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,,,Neutral,Neutral,Neutral,Neutral,.,Neutral,Neutral,Neutral,Neutral,Strongly agree,Strongly agree,it promotes trust into my research,1,2,3,4,Somewhat Disagree,Neutral,Other (please specify),senior scientist,1,2,3,4,,,,,,,
R_4ZUTlvmULOHefxX,Default Response Set,2014-03-30 23:29:14,2014-03-30 23:53:07,0,Conserv. Biol.,DEC,2013,,2,1,1,2,3,4,1,Agree,Neutral,1,2,3,4,"No, none of my paper-related datasets are publicly available on the internet",1,2,3,4,Once,Once,Once,A few times,Never,Never,Never,Never,Never,,Never,Once,Once,A few times,,,Never,1,2,3,4,,,,,,I don't know,,Recommends online public archiving,,,,,,Recommends online public archiving,,,,,,SOME but not all of the datasets are publicly available online,,,,,,,A repository for data or research output,,,Other (please specify),available upon request to the supervisor,,,,,,,,,,,,,1,2,3,4,1,Neutral,Strongly agree,Strongly agree,Neutral,Neutral,.,.,Strongly disagree,Strongly disagree,Strongly agree,Strongly agree,Strongly disagree,,,Strongly agree,Strongly agree,Strongly agree,Strongly disagree,.,Neutral,Neutral,Strongly agree,.,Neutral,,,1,2,3,4,Strongly Agree,Disagree,tenured faculty,,1,2,3,4,,,,,,,
R_5uLxGY2A6fgJzLf,Default Response Set,2014-03-30 23:55:44,2014-03-30 23:56:40,0,New Phytol.,NOV,2013,,2,1,1,2,3,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R_6AnI8trIqM6mnQh,Default Response Set,2014-03-30 23:54:55,2014-03-31 00:03:26,0,Faseb J.,APR,2013,,2,1,1,2,3,4,1,Agree,Somewhat Agree,1,2,3,4,I've never published a paper based on a dataset collected by me or my co-authors,1,2,3,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R_4VK3Qj45gwreC7H,Default Response Set,2014-03-30 23:49:21,2014-03-31 00:11:51,0,Anim. Behav.,OCT,2013,,2,1,1,2,3,4,1,Somewhat Agree,Neutral,1,2,3,4,"Yes, a dataset from <b>one paper</b> is publicly available on the internet",1,2,3,4,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,,,Never,1,2,3,4,,,,,No policy,,,,,,No policy,,,,,,No policy,,,,NONE of the datasets are publicly available online,,,,,,,,,,,Not applicable,,,,,,,,,,Not applicable,,1,2,3,4,1,Somewhat Agree,.,.,.,.,.,.,.,.,.,.,.,,,.,Neutral,Neutral,Neutral,Neutral,.,.,.,.,.,,,1,2,3,4,Somewhat Agree,Somewhat Agree,postdoc,,1,2,3,4,,,,,,,
R_5tOgg5QbxZrbIJD,Default Response Set,2014-03-30 23:55:38,2014-03-31 00:13:55,0,Conserv. Genet.,JUN,2013,,2,1,1,2,3,4,1,Somewhat Agree,Somewhat Agree,1,2,3,4,"Yes, a dataset from <b>one paper</b> is publicly available on the internet",1,2,3,4,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,,,Never,1,2,3,4,,,,,,I don't know,,,,,No policy,,,,,,No policy,,,,NONE of the datasets are publicly available online,,,,,,,,,,,Not applicable,,,,We hadn't considered publicly archiving the dataset,,,,,,,,1,2,3,4,1,Disagree,Neutral,.,.,.,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,.,Neutral,,,.,.,.,.,.,.,.,.,.,Neutral,,,1,2,3,4,Somewhat Agree,Somewhat Agree,postdoc,,1,2,3,4,,,,,,,
R_eER1Rf7i3DFlnRX,Default Response Set,2014-03-31 00:10:46,2014-03-31 00:23:49,0,New Phytol.,SEP,2013,,2,1,1,2,3,4,1,Agree,Neutral,1,2,3,4,"No, none of my paper-related datasets are publicly available on the internet",1,2,3,4,Once,Never,Never,A few times,Never,Never,Never,Never,Never,Never,Never,Never,Never,A few times,Never,,,1,2,3,4,Forbids online public archiving,,,,,,,Recommends online public archiving,,,,,,Recommends online public archiving,,,,,,SOME but not all of the datasets are publicly available online,NONE of the datasets are publicly available online,,,,,Journal supplementary information,,,,,,,,,,We hadn't considered publicly archiving the dataset,,,,,,,,1,2,3,4,1,Agree,.,.,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,.,.,Strongly disagree,Strongly disagree,.,,,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,,,1,2,3,4,Agree,Agree,postdoc,,1,2,3,4,,,,,,,
R_cNrsi4pyWsSIyMd,Default Response Set,2014-03-31 00:23:43,2014-03-31 00:25:13,0,PLoS. Biol.,AUG,2013,,2,1,1,2,3,4,1,Disagree,Disagree,1,2,3,4,I'm not sure if any of my papers have publicly available datasets,1,2,3,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R_8iZSnEXFdxKFKWV,Default Response Set,2014-03-31 00:34:56,2014-03-31 00:40:30,0,FEBS Lett.,SEP,2013,,2,1,1,2,3,4,1,Agree,Somewhat Agree,1,2,3,4,I'm not sure if any of my papers have publicly available datasets,1,2,3,4,A few times,Once,Once,Never,Never,Never,Never,A few times,A few times,Never,Once,Once,A few times,A few times,,,Never,1,2,3,4,,,,,No policy,,,,,,No policy,,,,,,No policy,,,,,,We did not collect any data for that publication,,,,,,,,,Not applicable,,,,,,,,,,Not applicable,,1,2,3,4,1,Somewhat Agree,.,.,Neutral,Neutral,.,.,.,Neutral,.,Neutral,Strongly agree,,,Neutral,.,.,.,Neutral,.,.,.,.,Neutral,,,1,2,3,4,Agree,Agree,non-tenured faculty,,1,2,3,4,,,,,,,
R_6Fq3vAA1Cvn2GNL,Default Response Set,2014-03-31 00:33:18,2014-03-31 00:46:52,0,Mol. Phylogenet. Evol.,SEP,2013,,2,1,1,2,3,4,1,Somewhat Agree,Somewhat Agree,1,2,3,4,"Yes, datasets from <b>5 or more papers</b> are publicly available on the internet",1,2,3,4,Many times,,,Many times,,,,,,,,Never,A few times,Never,,,,1,2,3,4,,Recommends online public archiving,,,,,,Recommends online public archiving,,,,,,Recommends online public archiving,,,,,ALL datasets are publicly available online,,,,,,,Journal supplementary information,A repository for data or research output,,,,,,,,,,,,,,,Not applicable,,1,2,3,4,1,Somewhat Agree,Neutral,Neutral,Neutral,Neutral,Neutral,.,Neutral,Neutral,.,.,Neutral,,,.,.,.,Neutral,.,Strongly agree,Strongly agree,.,Strongly agree,Neutral,,,1,2,3,4,Strongly Agree,Strongly Agree,postdoc,,1,2,3,4,,,,,,,
R_6mOITqajrKdYuhL,Default Response Set,2014-03-31 00:49:38,2014-03-31 00:52:26,0,J. Evol. Biol.,JUN,2013,,2,1,1,2,3,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R_9N4RgV3ykrzLCSN,Default Response Set,2014-03-31 00:01:34,2014-03-31 00:55:42,0,Biol. J. Linnean Soc.,DEC,2013,,2,1,1,2,3,4,1,Somewhat Agree,Disagree,1,2,3,4,"Yes, a dataset from <b>one paper</b> is publicly available on the internet",1,2,3,4,Once,Once,Once,Never,Never,Never,Never,Never,Never,Never,Never,Never,Once,Never,,,Never,1,2,3,4,,Recommends online public archiving,,,,,,Recommends online public archiving,,,,,,Recommends online public archiving,,,,,ALL datasets are publicly available online,,,,,,,Journal supplementary information,,,,,,,,,,,,,,,,Not applicable,,1,2,3,4,1,Somewhat Agree,Neutral,.,Neutral,.,.,.,Strongly disagree,Strongly disagree,.,.,Strongly disagree,,,.,Neutral,.,.,.,.,.,Strongly agree,Strongly agree,Strongly agree,,,1,2,3,4,Somewhat Agree,Neutral,student,,1,2,3,4,,,,,,,
R_3t3WGeszKTmUPrv,Default Response Set,2014-03-31 01:02:17,2014-03-31 01:05:48,0,Biol. Conserv.,SEP,2013,,2,1,1,2,3,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R_9oVzpeI7o2szu3r,Default Response Set,2014-03-31 01:02:06,2014-03-31 01:07:18,0,Biol. Conserv.,SEP,2013,,2,1,1,2,3,4,1,Agree,Strongly Disagree,1,2,3,4,"No, none of my paper-related datasets are publicly available on the internet",1,2,3,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R_9ukSWRTwdk7Wqa1,Default Response Set,2014-04-03 00:53:41,2014-04-03 01:07:36,1,Mol. Phylogenet. Evol.,NOV,2013,,2,1,1,2,3,4,1,Agree,Agree,1,2,3,4,"Yes, datasets from <b>2-4 papers</b> are publicly available on the internet",1,2,3,4,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Once,Never,,,Never,1,2,3,4,,,,,,I don't know,,,,,,I don't know,,Recommends online public archiving,,,,,,SOME but not all of the datasets are publicly available online,,,,,,,A repository for data or research output,,,,,,,,,,,,,,,,,1,2,3,4,1,Neutral,Neutral,.,Neutral,.,.,Strongly disagree,Strongly disagree,Strongly disagree,.,.,Strongly disagree,,,Strongly agree,Neutral,Neutral,Neutral,.,.,.,.,Neutral,Strongly agree,,,1,2,3,4,Disagree,Disagree,postdoc,,1,2,3,4,,1,1,2,3,4,
R_egR8xfTB4MI2J5r,Default Response Set,2014-03-31 01:05:38,2014-03-31 01:14:14,0,ISME J.,NOV,2013,,2,1,1,2,3,4,1,Strongly Agree,Disagree,1,2,3,4,"Yes, datasets from <b>2-4 papers</b> are publicly available on the internet",1,2,3,4,Never,Never,Never,Never,Once,Never,Never,Never,Once,Once,Never,Never,Once,Never,,,Never,1,2,3,4,,Recommends online public archiving,,,,,,,,,,I don't know,,,,,,I don't know,,SOME but not all of the datasets are publicly available online,,,,,,,A repository for data or research output,,,,,,,,We plan to share the dataset upon request,We hadn't considered publicly archiving the dataset,,,,,,,,1,2,3,4,1,Neutral,Neutral,Neutral,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,.,Strongly agree,.,,,Strongly disagree,Neutral,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,,,1,2,3,4,Somewhat Disagree,Strongly Disagree,research staff,,1,2,3,4,,,,,,,
R_0xstbvTVSfoILlz,Default Response Set,2014-03-31 01:24:11,2014-03-31 01:28:31,0,Proc. R. Soc. B-Biol. Sci.,AUG,2013,,2,1,1,2,3,4,1,Somewhat Agree,Disagree,1,2,3,4,"Yes, datasets from <b>5 or more papers</b> are publicly available on the internet",1,2,3,4,Once,Never,Never,Many times,Many times,Never,A few times,Once,Once,Never,Never,Never,A few times,A few times,,,,1,2,3,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R_6My0HKzy9aCdgZT,Default Response Set,2014-03-31 01:38:48,2014-03-31 01:39:42,0,Conserv. Genet.,DEC,2013,,2,1,1,2,3,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R_5ul6OnGMB95u4Ul,Default Response Set,2014-03-31 01:50:37,2014-03-31 01:50:51,0,J. Exp. Biol.,SEP,2013,,2,1,1,2,3,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R_6s4GUjZ0vM14xsV,Default Response Set,2014-03-31 01:45:36,2014-03-31 01:53:39,0,Mol. Ecol.,JUN,2013,,2,1,1,2,3,4,1,Neutral,Strongly Agree,1,2,3,4,"Yes, datasets from <b>5 or more papers</b> are publicly available on the internet",1,2,3,4,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Once,Never,,,Once,1,2,3,4,,,Requires online public archiving,,,,,Recommends online public archiving,,,,,,,,,No policy,,ALL datasets are publicly available online,,,,,,,Journal supplementary information,A repository for data or research output,,,,,,,,,,,,,,,,,1,2,3,4,1,Strongly Disagree,Strongly disagree,Strongly disagree,.,.,.,.,Strongly disagree,Strongly disagree,.,.,Strongly disagree,,,.,.,Neutral,Neutral,Neutral,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,,,1,2,3,4,Agree,,research staff,,1,2,3,4,,,,,,,
R_87anVeevEZjl2Ad,Default Response Set,2014-03-31 02:06:29,2014-03-31 02:06:42,0,Glob. Change Biol.,OCT,2013,,2,1,1,2,3,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R_e5sbOdUcMT0hulf,Default Response Set,2014-03-31 01:16:43,2014-03-31 02:11:45,0,Anim. Behav.,SEP,2013,,2,1,1,2,3,4,1,Agree,Agree,1,2,3,4,"Yes, a dataset from <b>one paper</b> is publicly available on the internet",1,2,3,4,Never,Never,Never,Never,Once,Never,Never,Never,Never,Never,Never,Never,Never,Once,,,Never,1,2,3,4,,Recommends online public archiving,,,,,,,,,,I don't know,,Recommends online public archiving,,,,,,,NONE of the datasets are publicly available online,,,,,,,,,,,Not applicable,,We plan to publicly archive the dataset in the future,We plan to share the dataset upon request,We hadn't considered publicly archiving the dataset,,,,,,,,1,2,3,4,1,Strongly Disagree,.,.,.,.,Neutral,.,.,.,.,.,.,,,.,.,.,.,Neutral,.,.,.,.,.,,,1,2,3,4,Somewhat Agree,Somewhat Agree,research staff,,1,2,3,4,,,,,,,
R_6A5kxRpdLTJoNgx,Default Response Set,2014-03-31 02:11:05,2014-03-31 02:13:36,0,Anim. Behav.,APR,2013,,2,1,1,2,3,4,1,Agree,Agree,1,2,3,4,"Yes, datasets from <b>2-4 papers</b> are publicly available on the internet",1,2,3,4,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Once,Once,Never,,Never,1,2,3,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R_823tf1l6MEslKmh,Default Response Set,2014-03-31 02:35:24,2014-03-31 02:44:36,0,Glob. Change Biol.,AUG,2013,,2,1,1,2,3,4,1,Neutral,Disagree,1,2,3,4,"No, none of my paper-related datasets are publicly available on the internet",1,2,3,4,Never,Never,Never,A few times,Once,Never,Never,Never,Once,Never,Never,Never,A few times,A few times,,,Once,1,2,3,4,,,,,,I don't know,,,,,,I don't know,,,,,,I don't know,,,NONE of the datasets are publicly available online,,,,,,,,,,,Not applicable,,,,We hadn't considered publicly archiving the dataset,,,,,,,,1,2,3,4,1,Neutral,.,.,Strongly disagree,.,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,.,,,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,.,.,Neutral,,,1,2,3,4,Somewhat Agree,Somewhat Agree,postdoc,,1,2,3,4,,,,,,,
R_0k1PnOmTrKR7lhH,Default Response Set,2014-03-31 03:17:04,2014-03-31 03:17:24,0,PLoS. Biol.,AUG,2013,,2,1,1,2,3,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R_3KnGbLy0i6VP7KZ,Default Response Set,2014-03-31 03:17:39,2014-03-31 03:22:06,0,Faseb J.,JUL,2013,,2,1,1,2,3,4,1,Agree,Agree,1,2,3,4,I'm not sure if any of my papers have publicly available datasets,1,2,3,4,A few times,A few times,A few times,A few times,,,,,,Never,Never,Never,Never,Never,,,Never,1,2,3,4,,,,,,I don't know,,,,,No policy,,,,,,No policy,,ALL datasets are publicly available online,,,,,,,,,,The entire dataset is in the body of the paper,,,,,,,,,,,,,,,1,2,3,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R_aadgPRnRC1TQ5qB,Default Response Set,2014-03-31 03:17:47,2014-03-31 03:24:37,0,Behav. Ecol.,NOV,2013,,2,1,1,2,3,4,1,Somewhat Agree,Disagree,1,2,3,4,"Yes, a dataset from <b>one paper</b> is publicly available on the internet",1,2,3,4,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,,,Never,1,2,3,4,,,,,No policy,,,,,,No policy,,,,,,No policy,,ALL datasets are publicly available online,,,,,,,Journal supplementary information,,,,,,,,,,,,,,,,Not applicable,,1,2,3,4,1,Somewhat Disagree,Strongly agree,Strongly agree,Strongly disagree,Neutral,.,.,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,,,.,Neutral,Neutral,Neutral,.,.,.,Neutral,Neutral,.,,,1,2,3,4,Somewhat Agree,Somewhat Agree,postdoc,,1,2,3,4,,,,,,,
R_82IgStk0hGl7T9j,Default Response Set,2014-03-31 03:10:05,2014-03-31 03:37:15,0,Mol. Ecol.,OCT,2013,,2,1,,,,,1,Agree,Somewhat Agree,,,,,"Yes, datasets from <b>2-4 papers</b> are publicly available on the internet",,,,,Never,,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,,Never,,,,,,,Requires online public archiving,,,,,,,,No policy,,,Recommends online public archiving,,,,,ALL datasets are publicly available online,,,,,,,Journal supplementary information,A repository for data or research output,,,,,,,,,,,,,,,Not applicable,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R_beEqJXS1fSskgT3,Default Response Set,2014-03-31 03:48:30,2014-03-31 03:49:11,0,J. Exp. Biol.,NOV,2013,,2,1,1,2,3,4,1,Somewhat Disagree,Disagree,1,2,3,4,"No, none of my paper-related datasets are publicly available on the internet",1,2,3,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R_dd0WTnhaHesDNc1,Default Response Set,2014-03-31 03:55:20,2014-03-31 04:08:03,0,J. Exp. Biol.,JUN,2013,,2,1,1,2,3,4,1,Strongly Agree,Strongly Agree,1,2,3,4,I'm not sure if any of my papers have publicly available datasets,1,2,3,4,Many times,Many times,Never,Many times,Many times,Never,A few times,A few times,A few times,Never,Never,Never,A few times,A few times,,,Never,1,2,3,4,,Recommends online public archiving,,,,,,Recommends online public archiving,,,,,,Recommends online public archiving,,,,,ALL datasets are publicly available online,,,,,,,Journal supplementary information,,,,,,,,We plan to publicly archive the dataset in the future,,,,,,,,,,1,2,3,4,1,Strongly Agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Neutral,Neutral,Neutral,Neutral,Neutral,Strongly disagree,,,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,,,1,2,3,4,Agree,Agree,Other (please specify),professor ,1,2,3,4,,,,,,,
R_8uz2DD3bnqmR9ul,Default Response Set,2014-03-31 04:14:40,2014-03-31 04:26:38,0,Glob. Change Biol.,NOV,2013,,2,1,1,2,3,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R_a5W1f0vMqOiDuzr,Default Response Set,2014-04-03 04:15:41,2014-04-03 04:26:47,1,Funct. Ecol.,AUG,2013,,2,1,1,2,3,4,1,Somewhat Agree,Disagree,1,2,3,4,"No, none of my paper-related datasets are publicly available on the internet",1,2,3,4,,,,,,,,,,,,,Many times,,,Hasn't been publcly shared but have given datasets on request,,1,2,3,4,Forbids online public archiving,,,,,,,,Requires online public archiving,,,,,,Requires online public archiving,,,,,,,,We did not collect any data for that publication,Other (please specify),It was a review article,,,,,,,Not applicable,,,,,,,,,,Not applicable,,1,2,3,4,1,Somewhat Disagree,.,.,Neutral,.,.,.,.,.,.,.,.,,,Neutral,,.,.,.,,Neutral,.,.,Neutral,,,1,2,3,4,Somewhat Disagree,Neutral,tenured faculty,,1,2,3,4,,1,1,2,3,4,
R_a9PPHkVXwZPrm6N,Default Response Set,2014-03-31 04:23:28,2014-03-31 04:31:25,0,BMC Biol.,AUG,2013,,2,1,1,2,3,4,1,Somewhat Agree,Neutral,1,2,3,4,"Yes, datasets from <b>2-4 papers</b> are publicly available on the internet",1,2,3,4,Never,Never,Never,Never,A few times,Never,Never,Never,Never,Never,Never,Never,Once,Once,Once,,,1,2,3,4,,,Requires online public archiving,,,,,,,,No policy,,,,,,No policy,,ALL datasets are publicly available online,,,,,,,Journal supplementary information,,,,,,,The dataset has been submitted to a repository and is currently under embargo,,We plan to share the dataset upon request,,,,,,,,,1,2,3,4,1,Somewhat Disagree,.,.,.,.,.,.,.,.,.,.,Neutral,,,.,Strongly agree,.,.,Neutral,.,.,.,.,Neutral,,,1,2,3,4,Strongly Agree,Agree,research staff,,1,2,3,4,,,,,,,
R_ePQetiTyv3NqdXn,Default Response Set,2014-03-31 04:29:40,2014-03-31 04:42:35,0,Anim. Behav.,NOV,2013,,2,1,1,2,3,4,1,Somewhat Disagree,Strongly Disagree,1,2,3,4,I'm not sure if any of my papers have publicly available datasets,1,2,3,4,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Once,Never,,,Never,1,2,3,4,,,,,,I don't know,,,,,,I don't know,,,,,,I don't know,,,NONE of the datasets are publicly available online,,,,,,,,,,,Not applicable,,,,We hadn't considered publicly archiving the dataset,,,,,,,,1,2,3,4,1,Neutral,.,.,Neutral,.,Neutral,.,Neutral,Neutral,.,Neutral,.,,,Neutral,.,.,Neutral,Neutral,.,.,.,.,.,,,1,2,3,4,Neutral,Neutral,student,,1,2,3,4,,,,,,,
R_40e5zGw27NUBe4d,Default Response Set,2014-03-31 04:32:13,2014-03-31 04:44:06,0,Am. Nat.,OCT,2013,,2,1,1,2,3,4,1,Agree,Agree,1,2,3,4,"Yes, datasets from <b>2-4 papers</b> are publicly available on the internet",1,2,3,4,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,A few times,Never,,,Never,1,2,3,4,,,Requires online public archiving,,,,,Recommends online public archiving,,,,I don't know,,,,,No policy,I don't know,,SOME but not all of the datasets are publicly available online,,,,,,,A repository for data or research output,,,,,,,,,We hadn't considered publicly archiving the dataset,,,,,,,,1,2,3,4,1,Strongly Disagree,.,.,.,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,.,.,Strongly disagree,,,.,.,.,Strongly agree,Neutral,.,.,.,.,Strongly agree,,,1,2,3,4,Disagree,Neutral,non-tenured faculty,,1,2,3,4,,,,,,,
