"","ResponseID","StartDate","EndDate","Finished","journal","month","year","URL","q","Q1","Q2_1","Q2_2","Q2_3","Q2_4","Q3","Q4","Q5","Q6_1","Q6_2","Q6_3","Q6_4","Q7","Q8_1","Q8_2","Q8_3","Q8_4","Q9_1","Q9_2","Q9_3","Q9_4","Q9_5","Q9_7","Q9_8","Q9_9","Q9_10","Q9_11","Q9_12","Q9_13","Q9_14","Q9_15","Q9_16","Q9_17","Q10_1","Q10_2","Q10_3","Q10_4","Q12_1","Q12_2","Q12_3","Q12_4","Q12_5","Q12_6","Q13_1","Q13_2","Q13_3","Q13_4","Q13_5","Q13_6","Q14_1","Q14_2","Q14_3","Q14_4","Q14_5","Q14_6","Q14_7","Q14_8","Q14_9","Q14_10","Q15_1","Q15_2","Q15_3","Q15_4","Q16","Q17","Q18_1","Q18_2","Q18_3","Q18_4","Q18_5","Q18_6","Q18_7","Q18_8","Q18_9","Q18_10","Q18_11","Q18_12","Q19_1","Q19_2","Q19_3","Q19_4","Q19_5","Q19_6","Q19_7","Q19_8","Q19_9","Q19_10","Q19_11","Q19_11_TEXT","Q20_1","Q20_2","Q20_3","Q20_4","Q21","Q22","Q23","Q23_TEXT","Q24_1","Q24_2","Q24_3","Q24_4","Q26","Q27_1","Q27_2","Q27_3","Q27_4","X","Q11_1","Q11_2","Q11_3"
"2674","R_0lhGdf3jZUdZBIx","2012-12-06 20:27:22","2012-12-06 20:45:30","0","Evolution","SEP","2012","","1","1","1","2","3","4","1","Somewhat Disagree","Agree","1","2","3","4","1 paper","1","2","3","4","A few times","A few times","Never","Never","Never","Never","Never","Never","Never","Never","Never","Never","Never","Never","Never","Never","1","2","3","4","ALL datasets are publicly available online","","","","","","","A repository for data or research output","","","","","","","","","","","","","Not applicable","","1","2","3","4","1","Somewhat Agree",NA,NA,NA,"Neutral",NA,NA,"Strongly Disagree",NA,NA,NA,NA,"Neutral","Strongly Disagree",NA,NA,NA,NA,"Strongly Agree",NA,"Strongly Agree",NA,NA,"","","1","2","3","4","Agree","Somewhat Agree","postdoc","","1","2","3","4","","","","","",NA,"Requires online public archiving","I don't know","Recommends online public archiving"
"2675","R_bduI2406eXs0yrj","2012-12-06 21:23:11","2012-12-06 21:33:31","0","Ecology","JUL","2012","","1","1","1","2","3","4","1","Agree","Strongly Disagree","1","2","3","4","None","1","2","3","4","Never","Never","Never","Never","Never","Never","Never","Never","Never","Never","Never","Never","A few times","A few times","Once",NA,"1","2","3","4","","","","","","Other (please specify)","Journal supplementary information","","","","","Not applicable","","","","We hadn't considered publicly archiving the dataset","","","","","","","1","2","3","4","1","Strongly Disagree",NA,NA,"Neutral","Neutral",NA,NA,NA,NA,NA,NA,NA,NA,"Neutral",NA,"Strongly Agree",NA,"Neutral","Neutral","Neutral","Strongly Agree","Neutral","Neutral","","","1","2","3","4","Strongly Agree","Strongly Agree","postdoc","","1","2","3","4","","","","","",NA,"I don't know","I don't know","I don't know"
"2676","R_bCz6s47SwmxwdXT","2012-12-06 21:34:27","2012-12-06 21:39:19","0","Proc. R. Soc. B-Biol. Sci.","SEP","2012","","1","1","1","2","3","4","1","Somewhat Agree","Neutral","1","2","3","4","5+ papers","1","2","3","4","Once","Never","Never","A few times","Never","Once","Once","Never","Never","Once","Never","Never","A few times","A few times",NA,"A few times","1","2","3","4","ALL datasets are publicly available online","","","","","","Journal supplementary information","","","","","","","","","","","","","","","","1","2","3","4","1","Neutral",NA,NA,NA,NA,NA,NA,"Neutral","Neutral",NA,"Neutral",NA,NA,NA,NA,NA,"Neutral","Neutral",NA,"Neutral","Neutral","Neutral",NA,"","","1","2","3","4","Strongly Agree","Neutral","non-tenured faculty","","1","2","3","4","","","","","",NA,"I don't know","I don't know","I don't know"
"2677","R_50ctaMejyiecwhD","2012-12-06 21:37:19","2012-12-06 21:53:56","0","Biol. J. Linnean Soc.","JUL","2012","","1","1","1","2","3","4","1","Somewhat Agree","Strongly Disagree","1","2","3","4","1 paper","1","2","3","4","Never","Never","Never","Never","Never","Never","Never","Never","Never","Never","Never","Never","Once","Never",NA,"Never","1","2","3","4","","SOME but not all of the datasets are publicly available online","","","","","","A repository for data or research output","","","","","","","We plan to share the dataset upon request","","","","","","","","1","2","3","4","1","Somewhat Agree",NA,"Strongly Agree",NA,"Neutral",NA,NA,"Strongly Disagree","Strongly Disagree",NA,NA,"Strongly Agree",NA,"Strongly Disagree","Strongly Disagree","Strongly Disagree","Strongly Disagree","Strongly Disagree",NA,NA,"Strongly Disagree",NA,"Strongly Disagree","","","1","2","3","4","Neutral","Neutral","non-tenured faculty","","1","2","3","4","","","","","",NA,"Recommends online public archiving","No policy","No policy"
"2678","R_80OVBvtNg2V40q9","2012-12-06 22:10:08","2012-12-06 22:18:35","0","Biol. Lett.","AUG","2012","","1","1","1","2","3","4","1","Agree","Somewhat Disagree","1","2","3","4","Not sure","1","2","3","4","A few times","Once","Never","Once","Once","Never","Never","Never","Never","Never","Never","Never","A few times","Never",NA,"Never","1","2","3","4","","","","I don't know","","","","","","","","Not applicable","","","We plan to share the dataset upon request","","","","","","","","1","2","3","4","1","Agree","Strongly Disagree","Strongly Disagree","Strongly Disagree",NA,"Neutral","Neutral","Strongly Disagree","Strongly Disagree",NA,NA,"Neutral","Strongly Agree","Neutral","Neutral","Neutral","Strongly Disagree","Strongly Disagree","Strongly Agree","Strongly Disagree",NA,NA,NA,"","","1","2","3","4","Somewhat Agree","Somewhat Agree","non-tenured faculty","","1","2","3","4","","","","","",NA,"Recommends online public archiving","No policy","No policy"
"2679","R_cZOgrOH4BpmnfFj","2012-12-06 22:34:57","2012-12-06 22:40:34","0","Evolution","SEP","2012","","1","1","1","2","3","4","1","Strongly Agree","Agree","1","2","3","4","5+ papers","1","2","3","4","A few times","Never","Never","A few times","Never","Once","Never","Never","Never","Never","Never","Never","A few times","Never",NA,"Never","1","2","3","4","ALL datasets are publicly available online","","","","","","","A repository for data or research output","","","","","","We plan to publicly archive the dataset in the future","","","","","","","","","1","2","3","4","1","Disagree","Neutral","Neutral",NA,NA,NA,"Strongly Disagree","Strongly Disagree","Strongly Disagree",NA,NA,NA,NA,"Strongly Agree","Strongly Agree",NA,"Neutral",NA,"Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree","","","1","2","3","4","Strongly Agree","Strongly Agree","tenured faculty","","1","2","3","4","","","","","",NA,"Requires online public archiving","Recommends online public archiving","No policy"
"2680","R_ehNDIy9DBfRDTpz","2012-12-06 22:58:43","2012-12-06 22:59:03","0","Heredity","SEP","2012","","1","1","1","2","3","4","",NA,NA,"","","","",NA,"","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","","","","",NA,NA,"","","","","","","","","","","",NA,"","",""
"2681","R_6K9Ts2qJvGZ7adv","2012-12-06 23:09:08","2012-12-06 23:19:44","0","Anim. Behav.","AUG","2012","","1","1","1","2","3","4","1","Somewhat Agree","Disagree","1","2","3","4","1 paper","1","2","3","4","Never","Never","Never","Once","Never","Never","Never","Never","Never","Never","Never","Never","Never","Never",NA,"Never","1","2","3","4","","","NONE of the datasets are publicly available online","","","","","","","","","Not applicable","","","We plan to share the dataset upon request","We hadn't considered publicly archiving the dataset","","","","","","","1","2","3","4","1","Agree",NA,NA,NA,NA,NA,NA,"Strongly Disagree","Strongly Disagree",NA,NA,NA,NA,NA,"Neutral","Neutral","Strongly Disagree",NA,NA,NA,NA,NA,"Neutral","","","1","2","3","4","Strongly Disagree","Strongly Disagree","postdoc","","1","2","3","4","","","","","",NA,"I don't know","Recommends online public archiving","I don't know"
"2682","R_41krBIxUYmQMeIB","2012-12-06 23:11:17","2012-12-06 23:20:16","0","J. Exp. Biol.","SEP","2012","","1","1","1","2","3","4","1","Strongly Disagree","Strongly Disagree","1","2","3","4","None","1","2","3","4","Never","Never","Never","Never","Never","Never","Never","Never","Never","Never","Never","Never","Never","Never","Never","Never","1","2","3","4","","","NONE of the datasets are publicly available online","","","","","","","","","Not applicable","","","We plan to share the dataset upon request","","","","","","","","1","2","3","4","1","Strongly Disagree","Neutral","Neutral","Strongly Disagree","Strongly Disagree","Strongly Agree","Strongly Agree","Strongly Disagree","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree",NA,"Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree","Neutral","","","1","2","3","4","Neutral","Neutral","tenured faculty","","1","2","3","4","","","","","",NA,"Recommends online public archiving","I don't know","I don't know"
"2683","R_7QzGO0cLlWtk0hT","2012-12-06 23:26:43","2012-12-06 23:27:00","0","BMC Plant Biol.","SEP","2012","","1","1","1","2","3","4","",NA,NA,"","","","",NA,"","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","","","","",NA,NA,"","","","","","","","","","","",NA,"","",""
"2684","R_aWyGkYtgXyUj6qV","2012-12-06 23:45:45","2012-12-06 23:48:02","0","Ecology","JUL","2012","","1","1","1","2","3","4","1","Agree","Agree","1","2","3","4","None","1","2","3","4",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1","2","3","4","","","","I don't know","","","Journal supplementary information","","","","","","","","","We hadn't considered publicly archiving the dataset","","","","","","","1","2","3","4","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","","","","",NA,NA,"","","","","","","","","","","",NA,"Recommends online public archiving","Recommends online public archiving","I don't know"
"2685","R_3XaYvu9nYckN217","2012-12-09 23:41:40","2012-12-09 23:56:21","1","Ecology","SEP","2012","","1","1","1","2","3","4","1","Somewhat Disagree","Disagree","1","2","3","4","1 paper","1","2","3","4","Never","Never","Never","Never","Never","Never","Never","Never","Never","Never","Never","Never","Never","Never",NA,"Never","1","2","3","4","ALL datasets are publicly available online","","","","","Other (please specify)","Journal supplementary information","","","","","","","","","We hadn't considered publicly archiving the dataset","","","","","","","1","2","3","4","1","Somewhat Agree","Neutral",NA,"Neutral","Neutral","Neutral","Neutral",NA,NA,NA,"Neutral",NA,NA,"Neutral","Neutral",NA,"Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","","","1","2","3","4","Somewhat Agree","Neutral","postdoc","","1","2","3","4","1","1","2","3","4",NA,"I don't know","I don't know","I don't know"
"2686","R_b1kezKLjRvEhJyZ","2012-12-07 00:05:04","2012-12-07 00:17:08","0","Proc. R. Soc. B-Biol. Sci.","AUG","2012","","1","1","1","2","3","4","1","Agree","Strongly Disagree","1","2","3","4","1 paper","1","2","3","4","Never","Many times","Never","Never","Never","Never","Never","Never","Never","Never","Never","Never","Never","Never","Never","Never","1","2","3","4","","SOME but not all of the datasets are publicly available online","","","","","Journal supplementary information","","","","","","","","We plan to share the dataset upon request","We hadn't considered publicly archiving the dataset","","","","","","","1","2","3","4","1",NA,"Strongly Disagree","Strongly Disagree",NA,NA,"Neutral",NA,"Strongly Disagree","Strongly Disagree","Strongly Disagree",NA,"Strongly Disagree",NA,NA,NA,NA,"Neutral","Neutral",NA,NA,NA,NA,"Strongly Agree","","","1","2","3","4","Disagree","Somewhat Disagree","postdoc","","1","2","3","4","","","","","",NA,"Recommends online public archiving","I don't know","I don't know"
"2687","R_3RanfFLAvDoSogl","2012-12-07 00:03:13","2012-12-07 00:31:33","0","BMC Evol. Biol.","AUG","2012","","1","1","1","2","3","4","1","Disagree","Somewhat Disagree","1","2","3","4","None","1","2","3","4","Never","Never","Never","Never","Never","Never","Never","Never","Never","Never","Never","Never","Never","Never","Never","Never","1","2","3","4","","","NONE of the datasets are publicly available online","","","","","","","","","Not applicable","","","We plan to share the dataset upon request","We hadn't considered publicly archiving the dataset","","We wanted to publicly archive the data but were not able to, due to resource limitations","","Other (please specify)","","","1","2","3","4","1","Neutral",NA,NA,NA,NA,NA,NA,"Neutral","Neutral",NA,"Neutral",NA,NA,NA,"Neutral","Neutral",NA,NA,NA,NA,"Neutral","Neutral",NA,"","","1","2","3","4","Disagree","Disagree","tenured faculty","","1","2","3","4","","","","","",NA,"I don't know","I don't know","No policy"
"2688","R_8JmMdbZYB3MVcEd","2012-12-07 00:21:48","2012-12-07 00:34:00","0","Biol. Conserv.","SEP","2012","","1","1","1","2","3","4","1","Disagree","Disagree","1","2","3","4","None","1","2","3","4","Never","Never","Never","Never","Never","Never","Never","Never","Never","Never","Never","Never","Never","Never",NA,"Never","1","2","3","4","","","NONE of the datasets are publicly available online","","","","","","","","","","","","","We hadn't considered publicly archiving the dataset","","","","","","","1","2","3","4","1","Strongly Disagree","Neutral",NA,NA,NA,"Neutral",NA,"Strongly Disagree","Strongly Disagree","Neutral",NA,NA,NA,NA,NA,NA,"Neutral","Neutral","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree",NA,"","","1","2","3","4","Somewhat Agree","Agree","postdoc","","1","2","3","4","","","","","",NA,"I don't know","No policy","No policy"
"2689","R_6Pz9FxPzq4PvjoN","2012-12-07 00:44:55","2012-12-07 00:45:18","0","Oikos","JUN","2012","","1","1","1","2","3","4","",NA,NA,"","","","",NA,"","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","","","","",NA,NA,"","","","","","","","","","","",NA,"","",""
"2690","R_blbxVqA4MJpVxm5","2012-12-07 01:03:40","2012-12-07 01:11:00","0","J. Hered.","JUL","2012","","1","1","1","2","3","4","1","Somewhat Agree","Somewhat Disagree","1","2","3","4","2-4 papers","1","2","3","4","Never","Never","Never","Never","Never","Never","Never","Never","Never","Never","Never","Never","Once","Never",NA,"Never","1","2","3","4","ALL datasets are publicly available online","","","","","","","A repository for data or research output","","","","","","","","","","","","","","","1","2","3","4","1","Disagree",NA,NA,"Neutral",NA,"Neutral","Neutral",NA,"Neutral","Neutral",NA,NA,NA,NA,NA,NA,"Strongly Disagree","Strongly Disagree",NA,NA,NA,NA,NA,"","","1","2","3","4","Somewhat Agree","Somewhat Agree","student","","1","2","3","4","","","","","",NA,"Recommends online public archiving","No policy","No policy"
"2691","R_3e2YNLwXxwbWtsF","2012-12-07 01:14:44","2012-12-07 01:23:09","0","Anim. Behav.","JUL","2012","","1","1","1","2","3","4","1","Somewhat Disagree","Disagree","1","2","3","4","5+ papers","1","2","3","4","Never","Never","Never","Never","Never","Never","Never","Never","Never","Never","Never","Never","Never","Never",NA,"Never","1","2","3","4","ALL datasets are publicly available online","","","","","","Journal supplementary information","","","","","","","","","","","","","","Not applicable","","1","2","3","4","1","Somewhat Disagree",NA,NA,NA,NA,NA,NA,"Strongly Disagree","Strongly Disagree","Strongly Disagree","Strongly Disagree","Strongly Disagree",NA,NA,NA,"Neutral",NA,NA,"Neutral","Neutral","Neutral","Neutral",NA,"","","1","2","3","4","Strongly Agree","Somewhat Disagree","postdoc","","1","2","3","4","","","","","",NA,"I don't know","I don't know","No policy"
"2692","R_bqnhoTQqkUdqG1v","2012-12-07 01:33:41","2012-12-07 01:49:01","0","Oecologia","SEP","2012","","1","1","1","2","3","4","1","Disagree","Disagree","1","2","3","4","None","1","2","3","4","A few times","Once","Never","Once","Never","Never","Never","Never","Never","Never","Never","Never","Once","Never",NA,"Never","1","2","3","4","","","NONE of the datasets are publicly available online","","","","","","","","","Not applicable","","","We plan to share the dataset upon request","We hadn't considered publicly archiving the dataset","","","","","","","1","2","3","4","1","Somewhat Disagree",NA,NA,NA,NA,"Strongly Agree","Strongly Agree",NA,NA,"Strongly Agree","Strongly Agree",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","1","2","3","4","Disagree","Neutral","postdoc","","1","2","3","4","","","","","",NA,"I don't know","I don't know","I don't know"
"2693","R_8IGe3jgrLQopL3n","2012-12-07 01:32:26","2012-12-07 01:50:19","0","New Phytol.","JUN","2012","","1","1","1","2","3","4","1","Somewhat Agree","Disagree","1","2","3","4","Not sure","1","2","3","4","Never","Never","Never","Never","Never","Never","Never","Never","Never","Never","Never","Never","Never","Never",NA,"Never","1","2","3","4","","SOME but not all of the datasets are publicly available online","","","","","","","","","Other (please specify)","","","","","We hadn't considered publicly archiving the dataset","","","","","","","1","2","3","4","1","Strongly Disagree","Strongly Disagree","Strongly Disagree","Strongly Disagree",NA,"Strongly Disagree","Strongly Disagree","Neutral","Strongly Disagree","Strongly Disagree","Strongly Disagree","Strongly Disagree",NA,"Strongly Agree","Strongly Agree","Strongly Agree","Neutral","Neutral","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree","","","1","2","3","4","Strongly Agree","Agree","tenured faculty","","1","2","3","4","","","","","",NA,"No policy","No policy","No policy"
"2694","R_eaMkvMDf3nlyBQV","2012-12-07 01:46:52","2012-12-07 01:55:18","0","Proc. R. Soc. B-Biol. Sci.","SEP","2012","","1","1","1","2","3","4","1","Somewhat Agree","Somewhat Agree","1","2","3","4","1 paper","1","2","3","4","Never","Never","Never","Never","Never","Never","Never","Never","Never","Never","Never","Never","Never","Never","Never","Never","1","2","3","4","ALL datasets are publicly available online","","","","","","","A repository for data or research output","","","","","","","","","","","","","Not applicable","","1","2","3","4","1","Strongly Disagree","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral",NA,"Neutral","Neutral",NA,"Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","Strongly Agree","","","1","2","3","4","Somewhat Agree","Neutral","student","","1","2","3","4","","","","","",NA,"Requires online public archiving","I don't know","I don't know"
