"","ResponseID","ResponseDate","PublicationDate","Journal","Q_1","Q_2","Q_3","Q_4_1","Q_4_2","Q_4_3","Q_4_4","Q_4_5","Q_4_6","Q_4_7","Q_4_8","Q_4_9","Q_4_10","Q_4_11","Q_4_12","Q_4_13","Q_4_14","Q_4_15","Q_4_15_TEXT","Q_4_16","Q_5_1","Q_5_2","Q_5_3","Q_6_1","Q_6_2","Q_6_3","Q_6_4","Q_6_5","Q_6_6","Q_6_6_TEXT","Q_7_1","Q_7_2","Q_7_3","Q_7_4","Q_7_5","Q_7_5_TEXT","Q_7_6","Q_8_1","Q_8_2","Q_8_3","Q_8_4","Q_8_5","Q_8_6","Q_8_7","Q_8_8","Q_8_8_TEXT","Q_8_9","Q_8_10","Q_9","Q_10_1","Q_10_2","Q_10_3","Q_10_4","Q_10_5","Q_10_6","Q_10_7","Q_10_8","Q_10_9","Q_10_10","Q_10_11","Q_10_12","Q_10_12_TEXT","Q_11_1","Q_11_2","Q_11_3","Q_11_4","Q_11_5","Q_11_6","Q_11_7","Q_11_8","Q_11_9","Q_11_10","Q_11_11","Q_11_11_TEXT","Q_12","Q_13","Q_14_1","Q_14_2","Q_15","Q_16"
"1880","R_6JX3aq5DLnkD75W","Jan 2012","Sep 2011","J. Evol. Biol.","Somewhat Agree","Somewhat Disagree","No papers with archived data","Never","Never","Never","Never","Never","Never","Never","Never","Never","Never","Never","Never","Never","Never",NA,"","Never","I don't know","I don't know","Recommends online public archiving","","","NONE of the datasets are publicly available online","","","","","","","","","","","Not applicable","","","We plan to share the dataset upon request","We hadn't considered publicly archiving the dataset","","","","","","","","Disagree",NA,NA,NA,NA,NA,NA,NA,"Strongly Disagree","Strongly Disagree","Strongly Disagree","Strongly Disagree",NA,"",NA,NA,NA,"Neutral","Neutral","Neutral","Neutral",NA,NA,NA,NA,"","Agree","Somewhat Agree","postdoc","","",""
"1881","R_1FWPlWrczHZmTYg","Jan 2012","Sep 2011","Biol. Conserv.","Agree","Disagree","2-4 papers with archived data","Never","Never","Never","Never","Never","Never","Never","Never","Never","Never","Never","Never","A few times","Never",NA,"","Never","I don't know","I don't know","I don't know","","SOME but not all of the datasets are publicly available online","","","","","","Journal supplementary information","","","","","","","","","","","","","","","","Not applicable","","Somewhat Disagree",NA,NA,"Strongly Disagree","Neutral",NA,NA,"Strongly Disagree","Strongly Disagree","Neutral",NA,NA,NA,"","Strongly Agree",NA,NA,NA,"Neutral",NA,NA,NA,NA,NA,NA,"","Agree","Agree","student","","",""
"1882","R_7a3qB1RHVtSotfu","Jan 2012","Sep 2011","BMC Plant Biol.","Somewhat Agree","Somewhat Agree","No papers based on own data","A few times","A few times","Never","A few times","A few times","Never","Never","A few times","A few times","Once","Never","Never","Never","Never",NA,"","Never","Requires online public archiving","Requires online public archiving","Requires online public archiving","ALL datasets are publicly available online","","","","","","","Journal supplementary information","","","","","","","","","","","","","","","","Not applicable","","Strongly Disagree","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral",NA,"",NA,NA,NA,"Neutral","Neutral","Neutral","Neutral",NA,NA,"Strongly Agree",NA,"","Strongly Agree","Strongly Agree","tenured faculty","","",""
"1883","R_7ah1uT5Vfm8vPh2","Jan 2012","Sep 2011","Am. Nat.","Disagree","Disagree","1 paper with archived data","Never","Never","Never","Never","Never","Never","Never","Never","Never","Never","Never","Never","Never","Never",NA,"","Never","Requires online public archiving","No policy","No policy","ALL datasets are publicly available online","","","","","","","","A repository for data or research output","","","","","","","","","","","","","","","Not applicable","","Neutral",NA,NA,NA,NA,NA,NA,NA,NA,"Neutral",NA,NA,NA,"","Neutral",NA,"Neutral",NA,NA,"Neutral","Neutral",NA,NA,NA,NA,"","Strongly Disagree","Neutral","postdoc","","",""
"1884","R_4OpzGeNcoQET9qY","Jan 2012","Oct 2011","Ecol. Appl.","Neutral","Neutral","2-4 papers with archived data","Once","Once","Never","Never","Once","Never","Never","Never","Never","Never","Never","Once","A few times","Once",NA,"","Once","Recommends online public archiving","Other","Other","","","NONE of the datasets are publicly available online","","","","","","","","","","","Not applicable","","We plan to publicly archive the dataset in the future","We plan to share the dataset upon request","","","","","","","","","Disagree",NA,NA,NA,"Neutral",NA,NA,"Strongly Disagree",NA,"Strongly Agree","Strongly Agree","Neutral",NA,"",NA,NA,NA,"Neutral","Neutral","Neutral","Neutral","Neutral","Neutral",NA,NA,"","Neutral","Neutral","research staff","","",""
"1885","R_b3LF1D1UVscEPZy","Jan 2012","Sep 2011","Ecology","Agree","Somewhat Disagree","1 paper with archived data","Never","Never","Never","A few times","Never","Never","Once","Never","Never","Never","Never","Never","Once","A few times",NA,"","Once","Recommends online public archiving","Recommends online public archiving","No policy","","SOME but not all of the datasets are publicly available online","","","","","","Journal supplementary information","","","","","","","","","We plan to share the dataset upon request","We hadn't considered publicly archiving the dataset","","","","","","","","Somewhat Agree",NA,NA,"Neutral","Neutral",NA,"Neutral","Strongly Disagree","Strongly Disagree",NA,NA,"Strongly Disagree",NA,"",NA,NA,"Neutral","Strongly Disagree",NA,NA,NA,NA,NA,NA,NA,"","Somewhat Agree","Somewhat Agree","tenured faculty","","",""
"1886","R_4Ub83R1k54GjEiM","Jan 2012","Oct 2011","Mol. Phylogenet. Evol.","Agree","Agree","5+ papers with archived data","Never","Never","Never","A few times","Once","Never","Never","Never","Never","Never","Never","Never","A few times","Never",NA,"","Never","Requires online public archiving","No policy","No policy","","SOME but not all of the datasets are publicly available online","","","","","","","A repository for data or research output","","","","","","","","We plan to share the dataset upon request","","","","","","","","","Disagree",NA,NA,NA,"Neutral","Neutral","Neutral","Strongly Disagree","Strongly Disagree",NA,NA,"Neutral",NA,"",NA,NA,NA,"Neutral","Neutral","Strongly Agree","Strongly Agree",NA,NA,"Strongly Agree",NA,"","Agree","Somewhat Agree","postdoc","","",""
"1887","R_4HffY7642TEnLo0","Jan 2012","Sep 2011","Evolution","Agree","Neutral","5+ papers with archived data","Never","Never","Never","A few times","Never","Never","Never","Never","Never","Never","Never","Never","A few times","A few times","Never","","Never","Requires online public archiving","No policy","No policy","","","","I don't know","","","","","","","","","","Not applicable","","","We plan to share the dataset upon request","","","","","","","","","Agree","Neutral","Neutral",NA,NA,NA,NA,"Strongly Disagree","Strongly Disagree",NA,NA,NA,NA,"",NA,NA,"Neutral",NA,NA,NA,NA,NA,NA,NA,NA,"",NA,"Somewhat Agree","tenured faculty","","",""
"1888","R_8f9RDe6t1cpsZcE","Jan 2012","Oct 2011","Plant J.","Strongly Agree","Strongly Agree","2-4 papers with archived data","Once","Once","Never","A few times","A few times","Never","Never","A few times","A few times","A few times","Never","Many times","Many times","A few times",NA,"","A few times","Requires online public archiving","Requires online public archiving","Recommends online public archiving","","","","","We did not collect any data for that publication","","","","","","The entire dataset is in the body of the paper","","","","","","","","","","","","","Not applicable","","Disagree",NA,NA,"Neutral",NA,"Strongly Disagree","Strongly Disagree","Strongly Disagree","Neutral",NA,"Neutral",NA,NA,"","Strongly Agree","Strongly Agree",NA,NA,NA,NA,NA,"Strongly Agree","Strongly Agree","Strongly Agree",NA,"","Strongly Agree","Strongly Agree","tenured faculty","","",""
"1889","R_bqNB9ey9bcJ8XIg","Jan 2012","Oct 2011","Conserv. Genet.","Neutral","Somewhat Agree","2-4 papers with archived data","Never","Never","Never","Never","Never","Never","Never","Never","Never","Never","Never","Never","A few times","A few times",NA,"","A few times","Requires online public archiving","No policy","I don't know","","SOME but not all of the datasets are publicly available online","","","","","","","A repository for data or research output","","","","","","","","","We hadn't considered publicly archiving the dataset","","","","","","","","Neutral",NA,"Strongly Agree","Strongly Disagree","Neutral",NA,"Strongly Agree","Neutral","Neutral",NA,NA,"Strongly Agree",NA,"","Strongly Agree","Strongly Agree","Neutral","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree","Neutral",NA,"","Strongly Agree","Strongly Agree","postdoc","","",""
"1890","R_dai7GY49nBtmn3u","Jan 2012","Sep 2011","Ecol. Appl.","Somewhat Agree","Somewhat Agree","No papers with archived data","Never","Never","Never","Never","Never","Never","Never","Never","Never","Never","Never","Never","Never","Never",NA,"","Never","Recommends online public archiving","Recommends online public archiving","Recommends online public archiving","","SOME but not all of the datasets are publicly available online","","","","","","","A repository for data or research output","","","","","","","","","We hadn't considered publicly archiving the dataset","","","","","","","","Disagree","Strongly Disagree","Strongly Disagree",NA,NA,NA,NA,NA,NA,NA,NA,"Strongly Disagree",NA,"",NA,"Neutral",NA,"Neutral","Neutral",NA,NA,NA,NA,"Strongly Agree",NA,"","Strongly Agree","Neutral","Other (please specify)","Agency staff","",""
"1891","R_7PxDK132Apzc3SA","Jan 2012","Oct 2011","Conserv. Genet.","Agree","Neutral","1 paper with archived data","A few times","Never","Never","Never","Never","Never","Never","Never","Never","Never",NA,NA,NA,NA,NA,"",NA,"I don't know","I don't know","I don't know","","","NONE of the datasets are publicly available online","","","","","","","","","","","","","","","","","We wanted to publicly archive the data but were not able to, due to resource limitations","","","","","","Somewhat Disagree",NA,NA,NA,NA,NA,NA,NA,NA,"Strongly Agree","Strongly Agree",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","Strongly Agree","Somewhat Agree","postdoc","","",""
"1892","R_0rdXyQLsLurOFda","Jan 2012","Oct 2011","Proc. R. Soc. B-Biol. Sci.","Somewhat Agree","Somewhat Disagree","Not sure","Never","Never","Never","A few times","Never","Never","Never","Never","Never","Never","Never",NA,"Never","Never",NA,"","Never","I don't know","No policy","No policy","","","NONE of the datasets are publicly available online","","","","","","","","","","","Not applicable","","","","We hadn't considered publicly archiving the dataset","","","","","","","","Disagree","Neutral",NA,NA,NA,"Neutral","Neutral","Strongly Disagree",NA,NA,NA,NA,NA,"",NA,"Neutral","Neutral",NA,NA,"Strongly Disagree","Strongly Disagree",NA,"Neutral",NA,NA,"","Agree","Somewhat Agree","tenured faculty","","",""
"1893","R_55DdzUutwA6dRxG","Jan 2012","Oct 2011","J. Evol. Biol.","Neutral","Neutral","1 paper with archived data","Never","Never","Never","Never","Never","Never","Never","Never","Never","Never","Never","Never","Once","Never",NA,"","Never","I don't know","I don't know","No policy","ALL datasets are publicly available online","","","","","","","","A repository for data or research output","","","","","","","","","","","","","","","Not applicable","","Somewhat Agree",NA,NA,"Neutral","Neutral",NA,"Strongly Disagree","Strongly Disagree","Strongly Disagree",NA,"Strongly Disagree","Strongly Disagree",NA,"",NA,"Neutral","Neutral","Strongly Disagree","Strongly Disagree","Strongly Disagree","Strongly Disagree",NA,NA,"Neutral",NA,"","Neutral","Neutral","non-tenured faculty","","",""
"1894","R_cSDD2Cw0v9ZMbfS","Jan 2012","Sep 2011","BMC Evol. Biol.","Strongly Agree","Strongly Agree","5+ papers with archived data","Never","Never","Never",NA,NA,"Never","Never","Never","Never","Never","Never","Never","Many times","Never",NA,"","Never","Requires online public archiving","I don't know","I don't know","ALL datasets are publicly available online","","","","","","","","A repository for data or research output","","","","","","","","","","","","","","","","","Strongly Disagree",NA,"Strongly Agree","Strongly Disagree","Strongly Disagree","Strongly Disagree","Strongly Disagree","Strongly Disagree","Strongly Disagree","Strongly Agree",NA,"Strongly Disagree",NA,"","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","Strongly Agree","Neutral","Strongly Agree",NA,"","Strongly Agree","Strongly Agree","postdoc","","",""
"1895","R_eJQlhGj1FmLHbxO","Jan 2012","Oct 2011","Biol. J. Linnean Soc.","Neutral","Somewhat Agree","No papers with archived data","Never","Never","Never","Never","Never","Never","Never","Never","Never","Never","Never","Never","Never","Never","Never","","Never","Recommends online public archiving","I don't know","I don't know","","","NONE of the datasets are publicly available online","","","","","","","","","","","Not applicable","","","","","","","","","","Not applicable","","Somewhat Disagree",NA,"Neutral",NA,"Neutral",NA,NA,"Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","","Strongly Agree","Strongly Agree","Strongly Agree","Neutral","Neutral",NA,NA,NA,NA,"Strongly Agree",NA,"","Somewhat Disagree","Neutral","student","","",""
"1896","R_1XjgL6MvFoZID8U","Jan 2012","Oct 2011","Biol. J. Linnean Soc.","Disagree","Disagree","No papers with archived data","Never","Never","Never","Never","Never","Never","Never","Never","Never","Never","Never","Never","Once","Never",NA,"","Never","No policy",NA,NA,"","","NONE of the datasets are publicly available online","","","","","","","","","","","Not applicable","","","We plan to share the dataset upon request","","","","","","","","","Somewhat Disagree","Strongly Agree","Strongly Agree","Strongly Disagree","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Disagree",NA,"Strongly Agree",NA,"Strongly Agree",NA,"","Neutral","Strongly Disagree","Strongly Disagree","Strongly Disagree","Strongly Disagree","Strongly Disagree","Strongly Disagree","Strongly Disagree","Strongly Disagree","Neutral",NA,"","Strongly Disagree","Strongly Disagree","tenured faculty","","",""
"1897","R_eV7EsysEANufiGU","Jan 2012","Sep 2011","Mol. Ecol.","Disagree","Disagree","1 paper with archived data","Never","Never","Never","Never","Never","Never","Never","Never","Never","Never","Never","Never","Once","Never",NA,"","Never","Requires online public archiving","No policy","No policy","","SOME but not all of the datasets are publicly available online","","","","","","","A repository for data or research output","","","","","","","","We plan to share the dataset upon request","","","","","","","","","Disagree","Neutral","Neutral",NA,NA,NA,NA,"Strongly Disagree","Strongly Disagree","Neutral","Neutral","Neutral",NA,"",NA,"Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral",NA,NA,"","Disagree","Disagree","postdoc","","",""
"1898","R_aVJchJC5HASTAJm","Jan 2012","Sep 2011","Oikos","Somewhat Disagree","Disagree","Not sure","Never","Never","Never","Once","Never","Never","Never","Never","Never","Never","Never","Never","Never","Never","Never","","Never","No policy","Recommends online public archiving","No policy","","SOME but not all of the datasets are publicly available online","","","","","","","","","The entire dataset is in the body of the paper","","","","","","","We hadn't considered publicly archiving the dataset","","","","","","","","Somewhat Agree",NA,NA,NA,"Strongly Agree","Neutral","Neutral",NA,NA,NA,NA,"Neutral",NA,"","Neutral","Neutral",NA,NA,NA,NA,"Neutral","Neutral","Neutral","Neutral",NA,"","Neutral","Neutral","postdoc","","",""
"1899","R_8jmccpcVhEIeV48","Jan 2012","Sep 2011","Proc. R. Soc. B-Biol. Sci.","Somewhat Disagree","Strongly Disagree","No papers with archived data","Once","Once","Never","Never","Never","Never","Never","Never","Never","Never","Never","Never","A few times","Once",NA,"","Never","No policy","No policy","No policy","","","NONE of the datasets are publicly available online","","","","","","","","","","","Not applicable","","","","We hadn't considered publicly archiving the dataset","","","","","","","","Somewhat Agree",NA,NA,"Neutral",NA,NA,NA,"Strongly Disagree","Strongly Disagree","Strongly Agree","Neutral","Strongly Disagree",NA,"",NA,"Neutral","Neutral",NA,NA,NA,NA,"Neutral",NA,NA,NA,"","Neutral","Somewhat Disagree","postdoc","","",""
"1900","R_0jOi3E3Ya2VW9wg","Jan 2012","Oct 2011","BMC Evol. Biol.","Strongly Agree","Agree","5+ papers with archived data","A few times","A few times","Never","A few times","Never","Never","Never","Never","Never","Never","Never","A few times","A few times","Once",NA,"","Once","Requires online public archiving","No policy","Requires online public archiving","","SOME but not all of the datasets are publicly available online","","","","","","","A repository for data or research output","","","","","","","","","","","","","","","Not applicable","","Strongly Disagree",NA,NA,"Neutral",NA,NA,NA,"Strongly Disagree","Strongly Disagree",NA,NA,"Neutral",NA,"",NA,"Strongly Agree",NA,NA,NA,NA,"Strongly Disagree",NA,NA,"Strongly Agree",NA,"","Neutral","Somewhat Agree","tenured faculty","","",""
